Year,Month,Neighborhood,Rainfall_In,SVI,Canopy_Pct,Depth_m,Property_Loss_USD
2009,12,Five Points,0.61,0.82,12,0.32,16198.13
2009,12,Washington Park,1.79,0.15,35,0.46,91321.24
2009,12,Cherry Creek,0.75,0.1,28,0.14,27771.67
2009,12,Montbello,1.83,0.75,15,0.58,29190.36
2009,12,Montbello,0.23,0.75,15,0.0,0.0
2009,12,Washington Park,0.54,0.15,35,0.0,0.0
2009,12,Montbello,0.87,0.75,15,0.2,9983.72
2009,12,Elyria-Swansea,0.57,0.94,8,0.4,19899.17
2009,12,Montbello,0.88,0.75,15,0.2,10029.65
2009,12,Elyria-Swansea,1.26,0.94,8,0.67,33672.47
2009,12,Elyria-Swansea,0.8,0.94,8,0.49,24516.19
2009,12,Cherry Creek,0.3,0.1,28,0.0,0.0
2009,12,Washington Park,0.44,0.15,35,0.0,0.0
2009,12,Cherry Creek,0.98,0.1,28,0.23,46640.08
2009,12,Five Points,1.18,0.82,12,0.55,27519.21
2009,12,Five Points,0.1,0.82,12,0.12,5992.79
2009,12,Washington Park,2.6,0.15,35,0.78,156239.37
2010,1,Elyria-Swansea,1.24,0.94,8,0.67,33264.45
2010,1,Washington Park,3.86,0.15,35,1.29,257030.4
2010,1,Cherry Creek,2.93,0.1,28,1.01,202617.02
2010,1,Cherry Creek,1.04,0.1,28,0.26,51493.55
2010,1,Washington Park,0.72,0.15,35,0.03,5632.35
2010,1,Washington Park,0.25,0.15,35,0.0,0.0
2010,1,Washington Park,1.26,0.15,35,0.24,48668.15
2010,1,Five Points,1.18,0.82,12,0.55,27656.31
2010,1,Cherry Creek,0.42,0.1,28,0.01,1930.19
2010,1,Montbello,0.8,0.75,15,0.17,8566.43
2010,1,Elyria-Swansea,0.44,0.94,8,0.34,17213.42
2010,1,Washington Park,1.01,0.15,35,0.14,28475.17
2010,1,Washington Park,0.41,0.15,35,0.0,0.0
2010,1,Cherry Creek,3.39,0.1,28,1.2,239114.57
2010,1,Montbello,1.48,0.75,15,0.44,22113.95
2010,1,Cherry Creek,1.12,0.1,28,0.29,57277.95
2010,1,Elyria-Swansea,0.68,0.94,8,0.44,22042.85
2010,1,Cherry Creek,0.49,0.1,28,0.04,7301.51
2010,1,Washington Park,0.31,0.15,35,0.0,0.0
2010,1,Cherry Creek,0.53,0.1,28,0.05,10163.4
2010,1,Elyria-Swansea,1.54,0.94,8,0.79,39264.47
2010,2,Elyria-Swansea,1.34,0.94,8,0.71,35392.27
2010,2,Washington Park,2.17,0.15,35,0.61,121799.0
2010,2,Washington Park,0.53,0.15,35,0.0,0.0
2010,2,Washington Park,0.73,0.15,35,0.03,6183.52
2010,2,Elyria-Swansea,0.31,0.94,8,0.29,14736.29
2010,2,Washington Park,0.06,0.15,35,0.0,0.0
2010,2,Montbello,0.54,0.75,15,0.07,3266.56
2010,2,Elyria-Swansea,0.31,0.94,8,0.29,14726.61
2010,2,Five Points,2.48,0.82,12,1.07,53612.39
2010,2,Cherry Creek,1.18,0.1,28,0.31,62005.44
2010,2,Elyria-Swansea,0.5,0.94,8,0.37,18540.56
2010,2,Washington Park,1.12,0.15,35,0.19,37422.64
2010,2,Montbello,2.02,0.75,15,0.66,32926.14
2010,2,Montbello,0.56,0.75,15,0.07,3649.32
2010,2,Five Points,0.61,0.82,12,0.33,16280.51
2010,2,Montbello,2.44,0.75,15,0.83,41291.45
2010,2,Montbello,0.65,0.75,15,0.11,5412.26
2010,2,Five Points,1.78,0.82,12,0.79,39525.91
2010,2,Washington Park,1.31,0.15,35,0.26,52939.57
2010,2,Five Points,0.74,0.82,12,0.38,18798.5
2010,2,Elyria-Swansea,0.82,0.94,8,0.5,24834.84
2010,3,Montbello,0.72,0.75,15,0.14,6942.86
2010,3,Cherry Creek,1.4,0.1,28,0.4,79734.59
2010,3,Elyria-Swansea,0.28,0.94,8,0.28,14131.12
2010,3,Elyria-Swansea,2.52,0.94,8,1.18,58894.6
2010,3,Five Points,0.65,0.82,12,0.34,17031.61
2010,3,Elyria-Swansea,0.41,0.94,8,0.34,16768.82
2010,3,Montbello,1.29,0.75,15,0.37,18250.4
2010,3,Cherry Creek,1.33,0.1,28,0.37,74788.04
2010,3,Cherry Creek,2.68,0.1,28,0.91,182346.17
2010,3,Elyria-Swansea,0.44,0.94,8,0.35,17253.81
2010,3,Five Points,0.28,0.82,12,0.19,9675.83
2010,3,Montbello,0.22,0.75,15,0.0,0.0
2010,3,Elyria-Swansea,0.39,0.94,8,0.33,16352.52
2010,3,Washington Park,1.48,0.15,35,0.33,66755.02
2010,3,Cherry Creek,0.62,0.1,28,0.09,17900.9
2010,3,Washington Park,0.73,0.15,35,0.03,6625.77
2010,3,Washington Park,2.16,0.15,35,0.6,120425.88
2010,3,Washington Park,0.09,0.15,35,0.0,0.0
2010,3,Cherry Creek,0.07,0.1,28,0.0,0.0
2010,3,Elyria-Swansea,1.0,0.94,8,0.57,28567.37
2010,3,Montbello,0.6,0.75,15,0.09,4430.36
2010,4,Cherry Creek,1.74,0.1,28,0.54,107087.5
2010,4,Cherry Creek,0.76,0.1,28,0.15,29106.39
2010,4,Five Points,0.86,0.82,12,0.43,21279.73
2010,4,Five Points,0.74,0.82,12,0.38,18855.61
2010,4,Cherry Creek,2.72,0.1,28,0.93,185471.98
2010,4,Montbello,1.93,0.75,15,0.62,31004.46
2010,4,Washington Park,0.26,0.15,35,0.0,0.0
2010,4,Washington Park,1.85,0.15,35,0.48,96368.46
2010,4,Montbello,0.97,0.75,15,0.24,11840.86
2010,4,Washington Park,0.3,0.15,35,0.0,0.0
2010,4,Cherry Creek,0.85,0.1,28,0.18,35754.63
2010,4,Montbello,0.42,0.75,15,0.02,937.12
2010,4,Elyria-Swansea,2.66,0.94,8,1.23,61666.06
2010,4,Cherry Creek,0.27,0.1,28,0.0,0.0
2010,4,Cherry Creek,0.26,0.1,28,0.0,0.0
2010,4,Cherry Creek,1.91,0.1,28,0.6,120995.51
2010,4,Elyria-Swansea,0.95,0.94,8,0.55,27414.72
2010,4,Washington Park,1.0,0.15,35,0.14,28085.05
2010,4,Cherry Creek,0.72,0.1,28,0.13,25576.84
2010,4,Five Points,0.41,0.82,12,0.24,12209.88
2010,4,Washington Park,1.72,0.15,35,0.43,85421.57
2010,5,Cherry Creek,3.38,0.1,28,1.19,238539.38
2010,5,Elyria-Swansea,2.33,0.94,8,1.1,55187.5
2010,5,Five Points,1.1,0.82,12,0.52,26010.64
2010,5,Cherry Creek,2.69,0.1,28,0.92,183239.52
2010,5,Elyria-Swansea,3.71,0.94,8,1.65,82679.59
2010,5,Five Points,3.61,0.82,12,1.53,76290.37
2010,5,Washington Park,1.85,0.15,35,0.48,96216.01
2010,5,Montbello,3.93,0.75,15,1.42,71023.18
2010,5,Five Points,0.73,0.82,12,0.37,18562.35
2010,5,Montbello,2.55,0.75,15,0.87,43506.37
2010,5,Elyria-Swansea,3.6,0.94,8,1.61,80591.91
2010,5,Elyria-Swansea,1.26,0.94,8,0.67,33601.55
2010,5,Elyria-Swansea,1.32,0.94,8,0.7,34898.9
2010,5,Cherry Creek,3.61,0.1,28,1.29,257111.0
2010,5,Five Points,1.53,0.82,12,0.69,34511.17
2010,5,Elyria-Swansea,1.72,0.94,8,0.86,42934.08
2010,5,Elyria-Swansea,2.05,0.94,8,0.99,49473.3
2010,5,Montbello,2.66,0.75,15,0.92,45750.55
2010,5,Cherry Creek,3.66,0.1,28,1.31,261042.48
2010,5,Washington Park,0.74,0.15,35,0.04,7129.31
2010,5,Five Points,1.42,0.82,12,0.65,32302.84
2010,6,Cherry Creek,3.44,0.1,28,1.22,243112.73
2010,6,Cherry Creek,1.78,0.1,28,0.55,110541.43
2010,6,Washington Park,0.17,0.15,35,0.0,0.0
2010,6,Montbello,5.91,0.75,15,2.22,110765.67
2010,6,Five Points,3.49,0.82,12,1.48,73794.5
2010,6,Five Points,4.28,0.82,12,1.79,89630.68
2010,6,Cherry Creek,1.64,0.1,28,0.5,99089.59
2010,6,Montbello,6.07,0.75,15,2.28,113892.58
2010,6,Five Points,2.27,0.82,12,0.99,49440.42
2010,6,Cherry Creek,2.8,0.1,28,0.96,191775.25
2010,6,Five Points,2.17,0.82,12,0.95,47491.93
2010,6,Elyria-Swansea,4.4,0.94,8,1.93,96491.71
2010,6,Elyria-Swansea,0.44,0.94,8,0.35,17385.75
2010,6,Elyria-Swansea,0.89,0.94,8,0.53,26347.5
2010,6,Five Points,1.0,0.82,12,0.48,23944.0
2010,6,Cherry Creek,3.49,0.1,28,1.23,246847.85
2010,6,Five Points,0.76,0.82,12,0.38,19113.75
2010,6,Elyria-Swansea,4.64,0.94,8,2.03,101291.45
2010,6,Washington Park,1.94,0.15,35,0.52,103357.87
2010,6,Montbello,0.76,0.75,15,0.15,7632.79
2010,6,Montbello,3.66,0.75,15,1.31,65718.68
2010,7,Five Points,0.43,0.82,12,0.25,12518.28
2010,7,Five Points,0.82,0.82,12,0.41,20390.18
2010,7,Elyria-Swansea,0.25,0.94,8,0.27,13479.35
2010,7,Five Points,0.59,0.82,12,0.32,15764.27
2010,7,Cherry Creek,1.53,0.1,28,0.45,90799.53
2010,7,Montbello,0.49,0.75,15,0.05,2364.0
2010,7,Montbello,1.66,0.75,15,0.52,25771.92
2010,7,Five Points,0.7,0.82,12,0.36,18013.02
2010,7,Elyria-Swansea,0.34,0.94,8,0.31,15259.34
2010,7,Cherry Creek,0.46,0.1,28,0.02,4652.99
2010,7,Cherry Creek,2.13,0.1,28,0.69,138667.12
2010,7,Elyria-Swansea,0.64,0.94,8,0.42,21205.32
2010,7,Washington Park,0.5,0.15,35,0.0,0.0
2010,7,Elyria-Swansea,1.03,0.94,8,0.58,29002.56
2010,7,Five Points,1.26,0.82,12,0.59,29288.8
2010,7,Cherry Creek,0.78,0.1,28,0.15,30633.32
2010,7,Elyria-Swansea,0.61,0.94,8,0.42,20786.06
2010,7,Cherry Creek,0.35,0.1,28,0.0,0.0
2010,7,Five Points,0.11,0.82,12,0.12,6137.53
2010,7,Elyria-Swansea,1.85,0.94,8,0.91,45482.98
2010,7,Montbello,1.56,0.75,15,0.47,23676.21
2010,8,Montbello,1.55,0.75,15,0.47,23523.93
2010,8,Cherry Creek,1.94,0.1,28,0.61,122887.65
2010,8,Cherry Creek,0.6,0.1,28,0.08,16283.47
2010,8,Five Points,1.25,0.82,12,0.58,28954.32
2010,8,Montbello,0.24,0.75,15,0.0,0.0
2010,8,Montbello,0.53,0.75,15,0.06,3062.36
2010,8,Elyria-Swansea,2.97,0.94,8,1.36,67950.52
2010,8,Elyria-Swansea,2.24,0.94,8,1.07,53321.54
2010,8,Five Points,0.36,0.82,12,0.22,11135.91
2010,8,Elyria-Swansea,1.31,0.94,8,0.69,34744.64
2010,8,Elyria-Swansea,1.17,0.94,8,0.64,31944.78
2010,8,Washington Park,0.87,0.15,35,0.09,17347.42
2010,8,Washington Park,1.49,0.15,35,0.33,66810.78
2010,8,Montbello,1.19,0.75,15,0.32,16205.62
2010,8,Cherry Creek,0.99,0.1,28,0.24,47495.92
2010,8,Five Points,0.56,0.82,12,0.3,15102.5
2010,8,Elyria-Swansea,0.1,0.94,8,0.21,10468.05
2010,8,Montbello,0.43,0.75,15,0.02,1001.4
2010,8,Cherry Creek,2.05,0.1,28,0.66,131876.36
2010,8,Washington Park,0.42,0.15,35,0.0,0.0
2010,8,Montbello,1.43,0.75,15,0.42,21176.09
2010,9,Five Points,0.52,0.82,12,0.29,14378.76
2010,9,Elyria-Swansea,2.04,0.94,8,0.99,49320.88
2010,9,Five Points,1.76,0.82,12,0.79,39281.42
2010,9,Montbello,0.83,0.75,15,0.18,9166.15
2010,9,Montbello,1.05,0.75,15,0.27,13454.46
2010,9,Five Points,1.62,0.82,12,0.73,36427.29
2010,9,Elyria-Swansea,0.73,0.94,8,0.46,23143.27
2010,9,Five Points,1.79,0.82,12,0.8,39799.57
2010,9,Washington Park,0.74,0.15,35,0.04,7222.83
2010,9,Elyria-Swansea,0.21,0.94,8,0.26,12762.98
2010,9,Five Points,0.77,0.82,12,0.39,19419.57
2010,9,Elyria-Swansea,0.76,0.94,8,0.47,23629.22
2010,9,Cherry Creek,0.83,0.1,28,0.17,34522.37
2010,9,Washington Park,1.36,0.15,35,0.28,56476.41
2010,9,Washington Park,0.18,0.15,35,0.0,0.0
2010,9,Elyria-Swansea,0.93,0.94,8,0.54,27185.1
2010,9,Cherry Creek,0.16,0.1,28,0.0,0.0
2010,9,Elyria-Swansea,1.39,0.94,8,0.73,36303.3
2010,9,Montbello,1.53,0.75,15,0.46,23077.79
2010,9,Five Points,0.09,0.82,12,0.12,5754.64
2010,9,Montbello,0.63,0.75,15,0.1,5071.75
2010,10,Montbello,0.64,0.75,15,0.11,5321.24
2010,10,Five Points,1.75,0.82,12,0.78,38937.06
2010,10,Montbello,0.33,0.75,15,0.0,0.0
2010,10,Montbello,0.75,0.75,15,0.15,7470.73
2010,10,Five Points,0.63,0.82,12,0.33,16566.84
2010,10,Elyria-Swansea,0.59,0.94,8,0.41,20305.85
2010,10,Washington Park,1.23,0.15,35,0.23,46672.49
2010,10,Elyria-Swansea,0.87,0.94,8,0.52,25837.17
2010,10,Washington Park,1.28,0.15,35,0.25,50145.86
2010,10,Washington Park,1.85,0.15,35,0.48,96167.08
2010,10,Elyria-Swansea,0.56,0.94,8,0.39,19746.0
2010,10,Five Points,1.08,0.82,12,0.51,25581.92
2010,10,Washington Park,0.41,0.15,35,0.0,0.0
2010,10,Montbello,0.42,0.75,15,0.02,903.05
2010,10,Cherry Creek,0.4,0.1,28,0.0,0.0
2010,10,Elyria-Swansea,0.04,0.94,8,0.18,9237.06
2010,10,Cherry Creek,1.46,0.1,28,0.42,84906.34
2010,10,Elyria-Swansea,1.29,0.94,8,0.69,34285.85
2010,10,Elyria-Swansea,0.23,0.94,8,0.26,13031.44
2010,10,Washington Park,0.54,0.15,35,0.0,0.0
2010,10,Elyria-Swansea,1.89,0.94,8,0.93,46264.88
2010,11,Elyria-Swansea,0.66,0.94,8,0.43,21634.12
2010,11,Montbello,1.26,0.75,15,0.36,17799.33
2010,11,Montbello,1.16,0.75,15,0.32,15766.63
2010,11,Cherry Creek,0.64,0.1,28,0.1,19161.18
2010,11,Montbello,1.53,0.75,15,0.46,23183.06
2010,11,Washington Park,0.18,0.15,35,0.0,0.0
2010,11,Cherry Creek,1.37,0.1,28,0.39,77470.3
2010,11,Cherry Creek,0.52,0.1,28,0.05,9203.47
2010,11,Washington Park,0.02,0.15,35,0.0,0.0
2010,11,Elyria-Swansea,1.13,0.94,8,0.62,31008.28
2010,11,Washington Park,0.88,0.15,35,0.09,18515.02
2010,11,Cherry Creek,0.4,0.1,28,0.0,0.0
2010,11,Five Points,0.41,0.82,12,0.24,12206.84
2010,11,Washington Park,0.71,0.15,35,0.02,4997.58
2010,11,Five Points,0.69,0.82,12,0.36,17841.25
2010,11,Cherry Creek,0.73,0.1,28,0.13,26290.96
2010,11,Washington Park,0.78,0.15,35,0.05,10085.93
2010,11,Washington Park,3.47,0.15,35,1.13,225487.8
2010,11,Washington Park,0.41,0.15,35,0.0,0.0
2010,11,Washington Park,0.97,0.15,35,0.13,25437.73
2010,11,Five Points,0.57,0.82,12,0.31,15430.34
2010,12,Five Points,0.76,0.82,12,0.38,19131.77
2010,12,Montbello,1.79,0.75,15,0.57,28262.94
2010,12,Montbello,0.84,0.75,15,0.19,9381.23
2010,12,Montbello,1.17,0.75,15,0.32,15835.64
2010,12,Cherry Creek,0.79,0.1,28,0.16,31341.36
2010,12,Five Points,0.68,0.82,12,0.35,17577.26
2010,12,Washington Park,1.64,0.15,35,0.4,79198.3
2010,12,Cherry Creek,1.59,0.1,28,0.48,95217.22
2010,12,Elyria-Swansea,1.99,0.94,8,0.97,48350.18
2010,12,Five Points,1.18,0.82,12,0.55,27632.09
2010,12,Cherry Creek,0.14,0.1,28,0.0,0.0
2010,12,Washington Park,0.6,0.15,35,0.0,0.0
2010,12,Montbello,0.66,0.75,15,0.11,5681.04
2010,12,Elyria-Swansea,1.02,0.94,8,0.58,28956.81
2010,12,Washington Park,1.65,0.15,35,0.4,80200.86
2010,12,Montbello,2.48,0.75,15,0.84,42194.63
2010,12,Montbello,1.0,0.75,15,0.25,12598.03
2010,12,Washington Park,0.81,0.15,35,0.06,12834.26
2010,12,Montbello,0.51,0.75,15,0.05,2665.69
2010,12,Five Points,1.04,0.82,12,0.49,24737.83
2010,12,Cherry Creek,1.2,0.1,28,0.32,64213.62
2011,1,Montbello,0.79,0.75,15,0.17,8283.82
2011,1,Elyria-Swansea,1.31,0.94,8,0.69,34693.07
2011,1,Montbello,0.84,0.75,15,0.19,9307.67
2011,1,Cherry Creek,1.13,0.1,28,0.29,58228.81
2011,1,Montbello,1.05,0.75,15,0.27,13438.13
2011,1,Montbello,0.48,0.75,15,0.04,2186.84
2011,1,Elyria-Swansea,0.34,0.94,8,0.31,15351.06
2011,1,Elyria-Swansea,2.14,0.94,8,1.02,51245.12
2011,1,Five Points,0.84,0.82,12,0.41,20728.34
2011,1,Cherry Creek,1.69,0.1,28,0.51,102948.61
2011,1,Montbello,0.47,0.75,15,0.04,1821.19
2011,1,Montbello,0.76,0.75,15,0.15,7637.43
2011,1,Cherry Creek,1.2,0.1,28,0.32,64158.89
2011,1,Five Points,1.1,0.82,12,0.52,25922.26
2011,1,Elyria-Swansea,0.49,0.94,8,0.37,18389.92
2011,1,Montbello,0.33,0.75,15,0.0,0.0
2011,1,Washington Park,0.46,0.15,35,0.0,0.0
2011,1,Five Points,0.65,0.82,12,0.34,17092.89
2011,1,Five Points,0.09,0.82,12,0.12,5767.35
2011,1,Five Points,1.23,0.82,12,0.57,28537.68
2011,1,Washington Park,0.14,0.15,35,0.0,0.0
2011,2,Washington Park,0.49,0.15,35,0.0,0.0
2011,2,Five Points,1.35,0.82,12,0.62,30928.31
2011,2,Cherry Creek,1.0,0.1,28,0.24,48182.74
2011,2,Cherry Creek,2.44,0.1,28,0.82,163106.82
2011,2,Montbello,1.83,0.75,15,0.58,29104.94
2011,2,Five Points,1.33,0.82,12,0.61,30519.53
2011,2,Five Points,0.69,0.82,12,0.36,17878.34
2011,2,Elyria-Swansea,0.24,0.94,8,0.27,13274.94
2011,2,Washington Park,0.87,0.15,35,0.09,17348.0
2011,2,Cherry Creek,1.1,0.1,28,0.28,56235.32
2011,2,Elyria-Swansea,0.39,0.94,8,0.33,16290.12
2011,2,Cherry Creek,0.71,0.1,28,0.12,24455.72
2011,2,Elyria-Swansea,0.84,0.94,8,0.5,25225.25
2011,2,Montbello,0.55,0.75,15,0.07,3481.01
2011,2,Cherry Creek,0.67,0.1,28,0.11,21418.42
2011,2,Washington Park,0.19,0.15,35,0.0,0.0
2011,2,Cherry Creek,0.19,0.1,28,0.0,0.0
2011,2,Cherry Creek,1.89,0.1,28,0.6,119083.36
2011,2,Five Points,0.67,0.82,12,0.35,17456.31
2011,2,Washington Park,0.39,0.15,35,0.0,0.0
2011,2,Five Points,1.21,0.82,12,0.56,28194.59
2011,3,Five Points,0.75,0.82,12,0.38,19095.09
2011,3,Montbello,3.52,0.75,15,1.26,62963.26
2011,3,Cherry Creek,1.15,0.1,28,0.3,59722.74
2011,3,Cherry Creek,1.32,0.1,28,0.37,73274.92
2011,3,Cherry Creek,0.56,0.1,28,0.06,12797.38
2011,3,Montbello,1.91,0.75,15,0.61,30617.42
2011,3,Elyria-Swansea,0.85,0.94,8,0.51,25424.22
2011,3,Washington Park,0.63,0.15,35,0.0,0.0
2011,3,Cherry Creek,0.66,0.1,28,0.1,20718.4
2011,3,Washington Park,2.2,0.15,35,0.62,123721.26
2011,3,Cherry Creek,0.92,0.1,28,0.21,41534.24
2011,3,Cherry Creek,1.35,0.1,28,0.38,75864.64
2011,3,Five Points,0.57,0.82,12,0.31,15448.2
2011,3,Cherry Creek,2.14,0.1,28,0.7,139028.41
2011,3,Washington Park,0.56,0.15,35,0.0,0.0
2011,3,Washington Park,0.53,0.15,35,0.0,0.0
2011,3,Elyria-Swansea,1.08,0.94,8,0.6,30033.13
2011,3,Five Points,0.49,0.82,12,0.28,13867.16
2011,3,Elyria-Swansea,0.31,0.94,8,0.29,14696.18
2011,3,Washington Park,1.56,0.15,35,0.36,72932.11
2011,3,Washington Park,0.52,0.15,35,0.0,0.0
2011,4,Montbello,2.1,0.75,15,0.69,34504.41
2011,4,Elyria-Swansea,0.98,0.94,8,0.56,28182.77
2011,4,Washington Park,0.26,0.15,35,0.0,0.0
2011,4,Montbello,0.61,0.75,15,0.09,4602.31
2011,4,Washington Park,2.08,0.15,35,0.57,114558.17
2011,4,Elyria-Swansea,0.82,0.94,8,0.5,24930.98
2011,4,Washington Park,0.31,0.15,35,0.0,0.0
2011,4,Elyria-Swansea,1.06,0.94,8,0.59,29639.93
2011,4,Elyria-Swansea,0.59,0.94,8,0.41,20265.24
2011,4,Montbello,0.58,0.75,15,0.08,4167.1
2011,4,Montbello,1.36,0.75,15,0.39,19657.65
2011,4,Five Points,0.77,0.82,12,0.39,19421.97
2011,4,Washington Park,1.68,0.15,35,0.41,82546.21
2011,4,Elyria-Swansea,2.2,0.94,8,1.05,52550.62
2011,4,Cherry Creek,0.19,0.1,28,0.0,0.0
2011,4,Montbello,0.63,0.75,15,0.1,5106.89
2011,4,Montbello,2.19,0.75,15,0.73,36371.07
2011,4,Elyria-Swansea,1.77,0.94,8,0.88,43919.13
2011,4,Cherry Creek,0.24,0.1,28,0.0,0.0
2011,4,Cherry Creek,2.67,0.1,28,0.91,181481.83
2011,4,Elyria-Swansea,1.16,0.94,8,0.64,31751.14
2011,5,Elyria-Swansea,0.99,0.94,8,0.56,28211.76
2011,5,Cherry Creek,4.79,0.1,28,1.75,350955.42
2011,5,Elyria-Swansea,6.62,0.94,8,2.82,140933.41
2011,5,Montbello,2.4,0.75,15,0.81,40505.96
2011,5,Elyria-Swansea,4.55,0.94,8,1.99,99521.69
2011,5,Five Points,6.87,0.82,12,2.83,141350.4
2011,5,Cherry Creek,2.52,0.1,28,0.85,169227.85
2011,5,Elyria-Swansea,0.65,0.94,8,0.43,21440.76
2011,5,Elyria-Swansea,1.1,0.94,8,0.61,30432.16
2011,5,Elyria-Swansea,5.65,0.94,8,2.43,121566.01
2011,5,Washington Park,6.22,0.15,35,2.23,445902.88
2011,5,Five Points,2.61,0.82,12,1.13,56290.63
2011,5,Elyria-Swansea,0.96,0.94,8,0.55,27661.21
2011,5,Cherry Creek,1.46,0.1,28,0.42,84695.1
2011,5,Washington Park,1.58,0.15,35,0.37,74080.22
2011,5,Washington Park,1.61,0.15,35,0.38,76832.42
2011,5,Five Points,1.46,0.82,12,0.67,33265.7
2011,5,Five Points,3.58,0.82,12,1.51,75504.3
2011,5,Montbello,7.3,0.75,15,2.77,138457.62
2011,5,Five Points,9.56,0.82,12,3.9,195204.64
2011,5,Montbello,2.53,0.75,15,0.86,43099.79
2011,6,Montbello,3.06,0.75,15,1.07,53700.83
2011,6,Elyria-Swansea,3.12,0.94,8,1.42,70893.6
2011,6,Washington Park,2.0,0.15,35,0.54,108118.24
2011,6,Montbello,0.94,0.75,15,0.22,11216.87
2011,6,Five Points,0.4,0.82,12,0.24,11939.83
2011,6,Washington Park,0.99,0.15,35,0.14,27439.54
2011,6,Washington Park,0.39,0.15,35,0.0,0.0
2011,6,Five Points,3.96,0.82,12,1.66,83193.87
2011,6,Montbello,1.77,0.75,15,0.56,27993.1
2011,6,Five Points,4.57,0.82,12,1.91,95308.91
2011,6,Elyria-Swansea,3.8,0.94,8,1.69,84427.06
2011,6,Montbello,4.47,0.75,15,1.64,81806.42
2011,6,Five Points,3.99,0.82,12,1.67,83742.01
2011,6,Cherry Creek,0.99,0.1,28,0.23,46900.44
2011,6,Cherry Creek,4.6,0.1,28,1.68,336221.61
2011,6,Montbello,2.57,0.75,15,0.88,43916.53
2011,6,Montbello,2.61,0.75,15,0.89,44686.35
2011,6,Washington Park,4.06,0.15,35,1.36,272748.63
2011,6,Montbello,2.13,0.75,15,0.7,35099.99
2011,6,Montbello,4.3,0.75,15,1.57,78466.24
2011,6,Cherry Creek,1.54,0.1,28,0.45,90918.6
2011,7,Five Points,1.17,0.82,12,0.55,27306.81
2011,7,Washington Park,0.73,0.15,35,0.03,6262.5
2011,7,Montbello,0.48,0.75,15,0.04,2041.37
2011,7,Five Points,1.12,0.82,12,0.53,26433.66
2011,7,Cherry Creek,0.26,0.1,28,0.0,0.0
2011,7,Five Points,0.17,0.82,12,0.15,7490.24
2011,7,Montbello,0.77,0.75,15,0.16,7908.11
2011,7,Cherry Creek,1.0,0.1,28,0.24,47875.77
2011,7,Elyria-Swansea,1.26,0.94,8,0.68,33750.59
2011,7,Washington Park,0.1,0.15,35,0.0,0.0
2011,7,Cherry Creek,1.43,0.1,28,0.41,82165.21
2011,7,Elyria-Swansea,1.01,0.94,8,0.58,28784.0
2011,7,Washington Park,0.44,0.15,35,0.0,0.0
2011,7,Elyria-Swansea,2.0,0.94,8,0.97,48533.51
2011,7,Cherry Creek,0.87,0.1,28,0.19,37812.44
2011,7,Elyria-Swansea,1.52,0.94,8,0.78,38971.79
2011,7,Five Points,0.57,0.82,12,0.31,15466.68
2011,7,Montbello,0.26,0.75,15,0.0,0.0
2011,7,Cherry Creek,2.56,0.1,28,0.86,172504.56
2011,7,Five Points,0.61,0.82,12,0.32,16235.0
2011,7,Cherry Creek,3.18,0.1,28,1.11,222383.62
2011,8,Montbello,0.99,0.75,15,0.25,12261.89
2011,8,Cherry Creek,0.65,0.1,28,0.1,19628.91
2011,8,Five Points,0.49,0.82,12,0.28,13895.62
2011,8,Washington Park,0.53,0.15,35,0.0,0.0
2011,8,Montbello,0.16,0.75,15,0.0,0.0
2011,8,Cherry Creek,0.26,0.1,28,0.0,0.0
2011,8,Five Points,1.88,0.82,12,0.83,41572.55
2011,8,Cherry Creek,1.72,0.1,28,0.53,105789.22
2011,8,Montbello,0.73,0.75,15,0.14,7037.3
2011,8,Cherry Creek,1.73,0.1,28,0.53,106544.25
2011,8,Washington Park,0.7,0.15,35,0.02,3691.24
2011,8,Cherry Creek,1.24,0.1,28,0.34,67492.49
2011,8,Elyria-Swansea,0.78,0.94,8,0.48,24058.27
2011,8,Montbello,1.21,0.75,15,0.33,16637.29
2011,8,Montbello,1.19,0.75,15,0.33,16356.14
2011,8,Cherry Creek,0.88,0.1,28,0.19,38777.07
2011,8,Montbello,0.44,0.75,15,0.03,1289.85
2011,8,Elyria-Swansea,1.13,0.94,8,0.62,31090.59
2011,8,Washington Park,0.76,0.15,35,0.04,8443.27
2011,8,Montbello,0.56,0.75,15,0.07,3630.97
2011,8,Washington Park,0.31,0.15,35,0.0,0.0
2011,9,Washington Park,3.28,0.15,35,1.05,210713.86
2011,9,Montbello,0.49,0.75,15,0.05,2355.13
2011,9,Five Points,0.5,0.82,12,0.28,13983.11
2011,9,Montbello,1.73,0.75,15,0.54,27039.39
2011,9,Five Points,0.42,0.82,12,0.25,12330.64
2011,9,Montbello,0.62,0.75,15,0.1,4894.96
2011,9,Five Points,2.29,0.82,12,1.0,49825.88
2011,9,Cherry Creek,1.14,0.1,28,0.3,59445.68
2011,9,Montbello,0.59,0.75,15,0.08,4242.11
2011,9,Washington Park,2.48,0.15,35,0.73,146758.91
2011,9,Cherry Creek,0.63,0.1,28,0.09,18246.07
2011,9,Cherry Creek,0.55,0.1,28,0.06,11668.65
2011,9,Washington Park,1.19,0.15,35,0.22,43285.36
2011,9,Five Points,0.63,0.82,12,0.33,16692.23
2011,9,Montbello,0.77,0.75,15,0.16,7886.3
2011,9,Montbello,1.15,0.75,15,0.31,15534.39
2011,9,Montbello,0.35,0.75,15,0.0,0.0
